DISTNAME,CAMPNAME,CNTYNAME,Longitude,Latitude,STREET,CITY,ZIP,CAMPUS,year,COUNT_ALL,COUNT_BLACK,COUNT_HIS,COUNT_WHITE,COUNT_AI,COUNT_API,COUNT_ASIAN,COUNT_PI,COUNT_TWO,COUNT_ECON,COUNT_ELL,PER_BLACK,PER_HIS,PER_WHITE,PER_AI,PER_API,PER_ASIAN,PER_PI,PER_TWO,PER_ECON,PER_ELL
LAKE TRAVIS ISD,LAKEWAY EL,TRAVIS,-98.826856,32.399351,900 W PLUMMER,EASTLAND,76448,227913102,01-01-09,569,11,59,455,2,42,,,,13,9,1.9,10.4,80,0.4,7.4,,,,2.3,1.6
LAKE TRAVIS ISD,BEE CAVE ELEMENTARY,TRAVIS,-96.857933,33.17302,3650 OVERHILL DR,FRISCO,75034,227913103,01-01-09,499,1,71,412,3,12,,,,57,8,0.2,14.2,82.6,0.6,2.4,,,,11.4,1.6
LAKE TRAVIS ISD,LAKE POINTE ELEMENTARY,TRAVIS,-95.71943599999986,29.824886,3535 N FRY RD,KATY,77449,227913104,01-01-09,592,6,63,480,2,41,,,,9,4,1,10.6,81.1,0.3,6.9,,,,1.5,0.7
LAKE TRAVIS ISD,SERENE HILLS ELEMENTARY SCHOOL,TRAVIS,-97.128218999999888,32.904554,6600 GLENHOPE CIR,COLLEYVILLE,76034,227913105,01-01-09,537,9,39,478,1,10,,,,56,3,1.7,7.3,89,0.2,1.9,,,,10.4,0.6
GEORGETOWN ISD,GEORGETOWN H S,WILLIAMSON,-96.934837369546699,32.695281546321603,3838 SPUR 408,DALLAS,75236,246904001,01-01-09,2118,92,593,1389,21,23,,,,600,87,4.3,28,65.6,1,1.1,,,,28.3,4.1
GEORGETOWN ISD,CHIP RICHARTE H S,WILLIAMSON,-99.792748,29.217055,601 DEAN ST,UVALDE,78801,246904002,01-01-09,72,3,24,45,0,0,,,,37,0,4.2,33.3,62.5,0,0,,,,51.4,0
GEORGETOWN ISD,GEORGETOWN ALTER PROG,WILLIAMSON,-98.606347316999688,29.531994229000588,6070 BABCOCK RD,SAN ANTONIO,78240,246904003,01-01-09,25,2,10,13,0,0,,,,19,1,8,40,52,0,0,,,,76,4
GEORGETOWN ISD,GEORGETOWN 9TH GRADE,WILLIAMSON,-96.666888,32.770136,3831 N PRAIRIE CREEK,DALLAS,75227,246904004,01-01-09,746,38,208,489,4,7,,,,226,7,5.1,27.9,65.5,0.5,0.9,,,,30.3,0.9
GEORGETOWN ISD,DOUGLAS BENOLD MIDDLE,WILLIAMSON,-98.219261,26.210127000000117,101 E HACKBERRY AVE,MCALLEN,78501,246904040,01-01-09,760,33,175,538,3,11,,,,205,22,4.3,23,70.8,0.4,1.4,,,,27,2.9
GEORGETOWN ISD,JAMES TIPPIT MIDDLE,WILLIAMSON,-98.228947,26.112273,9701 S JACKSON RD,PHARR,78577,246904041,01-01-09,777,38,299,428,5,7,,,,339,55,4.9,38.5,55.1,0.6,0.9,,,,43.6,7.1
GEORGETOWN ISD,CHARLES A FORBES MIDDLE SCHOOL,WILLIAMSON,-95.667197,29.600974000000114,6200 HOMEWARD WAY BLVD,SUGAR LAND,77479,246904042,01-01-09,694,22,226,438,2,6,,,,278,27,3.2,32.6,63.1,0.3,0.9,,,,40.1,3.9
GEORGETOWN ISD,ANNIE PURL EL,WILLIAMSON,-96.905601999999874,29.685468,150 COLLEGE ST,SCHULENBURG,78956,246904101,01-01-09,475,21,309,135,5,5,,,,338,204,4.4,65.1,28.4,1.1,1.1,,,,71.2,42.9
GEORGETOWN ISD,CARVER EL,WILLIAMSON,-98.073813,26.18218,520 N VLY VIEW RD,DONNA,78537,246904102,01-01-09,462,37,233,179,2,11,,,,284,136,8,50.4,38.7,0.4,2.4,,,,61.5,29.4
GEORGETOWN ISD,FROST EL,WILLIAMSON,-97.16108,32.625958,7321 LEDBETTER RD,ARLINGTON,76001,246904103,01-01-09,473,21,174,270,2,6,,,,202,81,4.4,36.8,57.1,0.4,1.3,,,,42.7,17.1
GEORGETOWN ISD,PAT COOPER EL,WILLIAMSON,-95.524514,29.944076,3203 N SAM HOUSTON PKWY W,HOUSTON,77043,246904104,01-01-09,541,28,149,357,0,7,,,,219,28,5.2,27.5,66,0,1.3,,,,40.5,5.2
GEORGETOWN ISD,DELL PICKETT EL,WILLIAMSON,-97.941674,27.953983,205 DAHME AVE,ORANGE GROVE,78372,246904105,01-01-09,442,33,168,235,2,4,,,,215,65,7.5,38,53.2,0.5,0.9,,,,48.6,14.7
GEORGETOWN ISD,RAYE MCCOY EL,WILLIAMSON,-98.536499,29.516002,2627 KERRYBROOK CT,SAN ANTONIO,78230,246904106,01-01-09,521,33,148,331,2,7,,,,216,63,6.3,28.4,63.5,0.4,1.3,,,,41.5,12.1
GEORGETOWN ISD,THE VILLAGE EL,WILLIAMSON,-96.640265,32.310882,1701 W LAMPASAS,ENNIS,75119,246904107,01-01-09,524,10,95,403,5,11,,,,148,11,1.9,18.1,76.9,1,2.1,,,,28.2,2.1
GEORGETOWN ISD,WILLIAMS ELEMENTARY,WILLIAMSON,-94.449531,32.235647,#1 BEARCAT DR,BECKVILLE,75631,246904108,01-01-09,320,14,182,120,1,3,,,,203,89,4.4,56.9,37.5,0.3,0.9,,,,63.4,27.8
GEORGETOWN ISD,JO ANN FORD EL,WILLIAMSON,-95.280784,29.564586000000137,2337 N GALVESTON AVE,PEARLAND,77581,246904109,01-01-09,600,10,99,480,5,6,,,,82,17,1.7,16.5,80,0.8,1,,,,13.7,2.8
GEORGETOWN ISD,JAMES E MITCHELL ELEMENTARY,WILLIAMSON,-97.383398999999883,27.975118,1220 GREGORY ST,TAFT,78390,246904110,01-01-09,609,17,349,226,7,10,,,,389,213,2.8,57.3,37.1,1.1,1.6,,,,63.9,35
GEORGETOWN ISD,WILLIAMSON CO J J A E P,WILLIAMSON,-99.435155,27.573944,5201 UNIVERSITY BLVD,LAREDO,78041,246904197,01-01-09,9,0,4,5,0,0,,,,4,0,0,44.4,55.6,0,0,,,,44.4,0
HUTTO ISD,HUTTO H S,WILLIAMSON,-97.360625,32.760096,100 N UNIVERSITY,FORT WORTH,76107,246906001,01-01-09,1141,209,335,573,1,23,,,,372,15,18.3,29.4,50.2,0.1,2,,,,32.6,1.3
HUTTO ISD,WILLIAMSON COUNTY ACADEMY,WILLIAMSON,-95.478003,30.060279,20811 ELLA BLVD,SPRING,77388,246906002,01-01-09,3,2,1,0,0,0,,,,1,1,66.7,33.3,0,0,0,,,,33.3,33.3
HUTTO ISD,HUTTO MIDDLE SCHOOL,WILLIAMSON,-95.442596,29.045335,100 OYSTER CREEK DR,LAKE JACKSON,77566,246906041,01-01-09,579,86,189,294,0,10,,,,222,25,14.9,32.6,50.8,0,1.7,,,,38.3,4.3
HUTTO ISD,FARLEY MIDDLE SCHOOL,WILLIAMSON,-94.941576,32.239686,10705 S MAIN,NEW LONDON,75682,246906042,01-01-09,479,80,153,236,0,10,,,,196,24,16.7,31.9,49.3,0,2.1,,,,40.9,5
HUTTO ISD,HUTTO ELEMENTARY SCHOOL,WILLIAMSON,-97.254818,32.8073,6010 WALKER ST,HALTOM CITY,76117,246906101,01-01-09,513,60,119,326,0,8,,,,142,19,11.7,23.2,63.5,0,1.6,,,,27.7,3.7
HUTTO ISD,COTTONWOOD CREEK EL,WILLIAMSON,-106.309488,31.79149,11145 EDGEMERE BLVD,EL PASO,79936,246906103,01-01-09,527,62,321,140,0,4,,,,341,196,11.8,60.9,26.6,0,0.8,,,,64.7,37.2
HUTTO ISD,RAY ELEMENTARY SCHOOL,WILLIAMSON,-99.86214,28.526324,605 N 9TH ST,CARRIZO SPRINGS,78834,246906104,01-01-09,649,113,216,312,2,6,,,,256,34,17.4,33.3,48.1,0.3,0.9,,,,39.4,5.2
HUTTO ISD,VETERANS HILL ELEMENTARY SCHOOL,WILLIAMSON,-94.127555,33.407225,766 MACEDONIA RD,TEXARKANA,75501,246906105,01-01-09,417,60,151,201,0,5,,,,199,0,14.4,36.2,48.2,0,1.2,,,,47.7,0
HUTTO ISD,NADINE JOHNSON EL,WILLIAMSON,-101.007821,32.360887,102 BERTNER,WESTBROOK,79565,246906121,01-01-09,513,74,179,252,1,7,,,,203,0,14.4,34.9,49.1,0.2,1.4,,,,39.6,0
ROUND ROCK ISD,ROUND ROCK H S,WILLIAMSON,-97.404665,31.426509,923 BLUEBONNET PKWY,MCGREGOR,76657,246909001,01-01-09,2621,280,686,1509,11,135,,,,638,121,10.7,26.2,57.6,0.4,5.2,,,,24.3,4.6
ROUND ROCK ISD,ROUND ROCK OPPORT CTR DAEP,WILLIAMSON,-97.722669,30.088831,5604 FM 1327,CREEDMOOR,78610,246909002,01-01-09,100,14,40,41,0,5,,,,49,13,14,40,41,0,5,,,,49,13
ROUND ROCK ISD,WESTWOOD H S,WILLIAMSON,-95.89081,32.544816,1190 W HWY 243,CANTON,75103,246909003,01-01-09,2490,97,233,1611,7,542,,,,202,51,3.9,9.4,64.7,0.3,21.8,,,,8.1,2
ROUND ROCK ISD,MCNEIL H S,WILLIAMSON,-97.977881,26.29811,301 N YELLOWJACKET DR,ELSA,78543,246909004,01-01-09,2807,288,444,1750,8,317,,,,375,60,10.3,15.8,62.3,0.3,11.3,,,,13.4,2.1
ROUND ROCK ISD,STONY POINT HIGH SCHOOL,WILLIAMSON,-97.769471,26.212215,8402 W WILSON RD,HARLINGEN,78552,246909007,01-01-09,2435,430,810,1096,11,88,,,,709,106,17.7,33.3,45,0.5,3.6,,,,29.1,4.4
ROUND ROCK ISD,SUCCESS PROGRAM,WILLIAMSON,-99.620055,28.960834,496 GARDEN ST,BATESVILLE,78829,246909011,01-01-09,190,34,76,76,1,3,,,,49,8,17.9,40,40,0.5,1.6,,,,25.8,4.2
ROUND ROCK ISD,WILLIAMSON CO J J A E P,WILLIAMSON,-98.006053,26.183969000000108,1601 W SUGARCANE,WESLACO,78596,246909012,01-01-09,23,5,11,6,0,1,,,,11,2,21.7,47.8,26.1,0,4.3,,,,47.8,8.7
ROUND ROCK ISD,WM S LOTT JUVENILE CTR,WILLIAMSON,-95.258973999999895,32.31123,3105 UNIVERSITY BLVD,TYLER,75701,246909016,01-01-09,9,0,6,3,0,0,,,,6,0,0,66.7,33.3,0,0,,,,66.7,0
ROUND ROCK ISD,STONY POINT NINTH GRADE CAMPUS,WILLIAMSON,-94.716517,32.486869000000127,510 MARTIN LUTHER KING BLVD,LONGVIEW,75602,246909017,01-01-09,906,148,301,414,3,40,,,,312,23,16.3,33.2,45.7,0.3,4.4,,,,34.4,2.5
ROUND ROCK ISD,C D FULKES MIDDLE,WILLIAMSON,-102.730737,34.223536,514 W AVE G,MULESHOE,79347,246909041,01-01-09,687,98,375,193,3,18,,,,434,114,14.3,54.6,28.1,0.4,2.6,,,,63.2,16.6
ROUND ROCK ISD,NOEL GRISHAM MIDDLE,WILLIAMSON,-95.358798999999863,29.760645,1200 CONGRESS ST STE 6500,HOUSTON,77002,246909042,01-01-09,657,44,116,389,2,106,,,,138,32,6.7,17.7,59.2,0.3,16.1,,,,21,4.9
ROUND ROCK ISD,CHISHOLM TRAIL MIDDLE,WILLIAMSON,-95.571132,29.657108,11250 S WILCREST DR,HOUSTON,77099,246909043,01-01-09,1020,107,290,546,5,72,,,,293,49,10.5,28.4,53.5,0.5,7.1,,,,28.7,4.8
ROUND ROCK ISD,CANYON VISTA MIDDLE,WILLIAMSON,-100.821523,32.32268,149 S HWY 208,COLORADO CITY,79512,246909044,01-01-09,1084,18,67,610,4,385,,,,50,45,1.7,6.2,56.3,0.4,35.5,,,,4.6,4.2
ROUND ROCK ISD,DEERPARK MIDDLE,WILLIAMSON,-97.661446814999692,26.155578003000507,151 S HELEN MOORE RD,SAN BENITO,78586,246909045,01-01-09,975,144,226,512,2,91,,,,275,33,14.8,23.2,52.5,0.2,9.3,,,,28.2,3.4
ROUND ROCK ISD,HOPEWELL MIDDLE,WILLIAMSON,-97.413698,32.836383000000119,6020 TEN MILE BRIDGE RD,FORT WORTH,76135,246909046,01-01-09,1375,242,592,490,3,48,,,,593,89,17.6,43.1,35.6,0.2,3.5,,,,43.1,6.5
ROUND ROCK ISD,CEDAR VALLEY MIDDLE,WILLIAMSON,-97.673725,31.060008,101 E IOWA DR,HARKER HEIGHTS,76548,246909047,01-01-09,1093,54,143,729,3,164,,,,114,27,4.9,13.1,66.7,0.3,15,,,,10.4,2.5
ROUND ROCK ISD,RIDGEVIEW MIDDLE SCHOOL,WILLIAMSON,-93.910766,29.905115,3900 10TH ST,PORT ARTHUR,77642,246909051,01-01-09,1369,220,311,747,1,90,,,,284,22,16.1,22.7,54.6,0.1,6.6,,,,20.7,1.6
ROUND ROCK ISD,JAMES GARLAND WALSH MIDDLE,WILLIAMSON,-96.596107,33.672648,1701 E GALLAGHER,SHERMAN,75090,246909052,01-01-09,823,50,158,552,2,61,,,,113,25,6.1,19.2,67.1,0.2,7.4,,,,13.7,3
ROUND ROCK ISD,CLAUDE BERKMAN EL,WILLIAMSON,-95.278072,29.69795,2950 BROADWAY ST,HOUSTON,77017,246909101,01-01-09,467,38,345,78,1,5,,,,382,204,8.1,73.9,16.7,0.2,1.1,,,,81.8,43.7
ROUND ROCK ISD,ELEMENTARY DAEP,WILLIAMSON,-98.732207,29.527568,9180 SILVER SPOT,SAN ANTONIO,78254,246909102,01-01-09,11,4,2,5,0,0,,,,6,1,36.4,18.2,45.5,0,0,,,,54.5,9.1
ROUND ROCK ISD,SPICEWOOD EL,WILLIAMSON,-95.28218,29.665065,6745 TIPPERARY,HOUSTON,77061,246909105,01-01-09,628,6,39,389,3,191,,,,13,22,1,6.2,61.9,0.5,30.4,,,,2.1,3.5
ROUND ROCK ISD,XENIA VOIGT EL,WILLIAMSON,-95.06938799999989,29.472684,5651 FM 517 E,DICKINSON,77539,246909106,01-01-09,744,95,482,160,2,5,,,,508,264,12.8,64.8,21.5,0.3,0.7,,,,68.3,35.5
ROUND ROCK ISD,DEEP WOOD EL,WILLIAMSON,-97.618044,30.306975000000136,8104 DECKER LN,AUSTIN,78724,246909107,01-01-09,414,19,123,258,6,8,,,,94,4,4.6,29.7,62.3,1.4,1.9,,,,22.7,1
ROUND ROCK ISD,FOREST NORTH EL,WILLIAMSON,-95.553054,29.70124,9730 STROUD DR,HOUSTON,77036,246909108,01-01-09,276,43,75,139,2,17,,,,105,16,15.6,27.2,50.4,0.7,6.2,,,,38,5.8
ROUND ROCK ISD,ANDERSON MILL EL,WILLIAMSON,-96.922293,32.651153,602 W CENTER ST,DUNCANVILLE,75116,246909109,01-01-09,420,67,131,202,0,20,,,,218,51,16,31.2,48.1,0,4.8,,,,51.9,12.1
ROUND ROCK ISD,KATHY CARAWAY EL,WILLIAMSON,-97.387572,27.665831,6953 BOARDWALK,CORPUS CHRISTI,78414,246909110,01-01-09,562,34,54,339,4,131,,,,70,50,6,9.6,60.3,0.7,23.3,,,,12.5,8.9
ROUND ROCK ISD,VIC ROBERTSON EL,WILLIAMSON,-97.348135,32.672108,5037 TOWNSEND DR,FORT WORTH,76115,246909111,01-01-09,525,65,343,101,3,13,,,,364,160,12.4,65.3,19.2,0.6,2.5,,,,69.3,30.5
ROUND ROCK ISD,PURPLE SAGE EL,WILLIAMSON,-99.788031,29.212505,900 N PICKFORD,SABINAL,78881,246909113,01-01-09,429,11,190,205,1,22,,,,179,133,2.6,44.3,47.8,0.2,5.1,,,,41.7,31
ROUND ROCK ISD,BRUSHY CREEK EL,WILLIAMSON,-97.445226,25.92959,4750 AUSTIN RD,BROWNSVILLE,78521,246909114,01-01-09,758,33,149,461,2,113,,,,120,78,4.4,19.7,60.8,0.3,14.9,,,,15.8,10.3
ROUND ROCK ISD,WELLS BRANCH EL,WILLIAMSON,-101.960783,32.730336,102 BRYAN AVE,LAMESA,79331,246909115,01-01-09,851,179,266,256,3,147,,,,356,158,21,31.3,30.1,0.4,17.3,,,,41.8,18.6
ROUND ROCK ISD,LAUREL MOUNTAIN EL,WILLIAMSON,-96.844856,32.734366,1151 S EDGEFIELD AVE,DALLAS,75208,246909116,01-01-09,728,14,29,361,2,322,,,,26,89,1.9,4,49.6,0.3,44.2,,,,3.6,12.2
ROUND ROCK ISD,POND SPRINGS EL,WILLIAMSON,-98.159985,30.46241500000011,1005 SPUR 191,SPICEWOOD,78669,246909117,01-01-09,673,55,123,364,2,129,,,,122,76,8.2,18.3,54.1,0.3,19.2,,,,18.1,11.3
ROUND ROCK ISD,BLUEBONNET EL,WILLIAMSON,-95.447050281151988,29.97236269390919,1825 RUSHWORTH DR,HOUSTON,77014,246909118,01-01-09,621,89,393,127,0,12,,,,481,250,14.3,63.3,20.5,0,1.9,,,,77.5,40.3
ROUND ROCK ISD,DOUBLE FILE TRAIL EL,WILLIAMSON,-94.10253,31.529253,101 S MILAM ST,SAN AUGUSTINE,75972,246909119,01-01-09,722,115,218,354,4,31,,,,269,53,15.9,30.2,49,0.6,4.3,,,,37.3,7.3
ROUND ROCK ISD,LIVE OAK EL,WILLIAMSON,-102.486104,33.460072,7TH & SCHOOL ST,SUNDOWN,79372,246909120,01-01-09,486,69,120,271,2,24,,,,158,21,14.2,24.7,55.8,0.4,4.9,,,,32.5,4.3
ROUND ROCK ISD,GATTIS EL,WILLIAMSON,-98.681228,29.398958,3155 QUIET PLAIN,SAN ANTONIO,78245,246909121,01-01-09,664,135,202,271,4,52,,,,247,61,20.3,30.4,40.8,0.6,7.8,,,,37.2,9.2
ROUND ROCK ISD,OLD TOWN EL,WILLIAMSON,-97.681325,30.652488,401 BELLAIRE DR,GEORGETOWN,78628,246909122,01-01-09,897,38,196,602,7,54,,,,159,41,4.2,21.9,67.1,0.8,6,,,,17.7,4.6
ROUND ROCK ISD,FERN BLUFF EL,WILLIAMSON,-95.212156999999877,29.971916000000139,17321 WOODLAND HILLS DR,HUMBLE,77346,246909123,01-01-09,850,36,94,550,5,165,,,,42,47,4.2,11.1,64.7,0.6,19.4,,,,4.9,5.5
ROUND ROCK ISD,JOLLYVILLE EL,WILLIAMSON,-97.015306,33.027284,1010 BELLAIRE BLVD,LEWISVILLE,75067,246909124,01-01-09,538,77,141,230,5,85,,,,174,93,14.3,26.2,42.8,0.9,15.8,,,,32.3,17.3
ROUND ROCK ISD,CANYON CREEK EL,WILLIAMSON,-95.448448,31.314472,1500 W LOOP 304,CROCKETT,75835,246909125,01-01-09,572,6,52,328,0,186,,,,7,18,1,9.1,57.3,0,32.5,,,,1.2,3.1
ROUND ROCK ISD,FOREST CREEK EL,WILLIAMSON,-98.094167,29.706966,1275 N BUSINESS 35,NEW BRAUNFELS,78130,246909126,01-01-09,927,69,159,615,4,80,,,,69,43,7.4,17.2,66.3,0.4,8.6,,,,7.4,4.6
ROUND ROCK ISD,CALDWELL HEIGHTS EL,WILLIAMSON,-97.012877,33.703704,308 DOZIER ST,CALLISBURG,76240,246909127,01-01-09,760,96,304,332,1,27,,,,283,119,12.6,40,43.7,0.1,3.6,,,,37.2,15.7
ROUND ROCK ISD,GREAT OAKS EL,WILLIAMSON,-98.735842,29.535008000000129,9855 SWAYBACK RANCH,SAN ANTONIO,78254,246909128,01-01-09,977,42,95,689,0,151,,,,44,44,4.3,9.7,70.5,0,15.5,,,,4.5,4.5
ROUND ROCK ISD,BLACKLAND PRAIRIE EL,WILLIAMSON,-95.400191,30.143096,2760 NORTHRIDGE FOREST DR,SPRING,77386,246909130,01-01-09,1017,84,180,634,0,119,,,,84,67,8.3,17.7,62.3,0,11.7,,,,8.3,6.6
ROUND ROCK ISD,TERAVISTA ELEMENTARY,WILLIAMSON,-98.651042,29.6706,24750 BAYWATER STAGE,SAN ANTONIO,78255,246909131,01-01-09,582,104,152,279,2,45,,,,129,37,17.9,26.1,47.9,0.3,7.7,,,,22.2,6.4
ROUND ROCK ISD,CACTUS RANCH EL,WILLIAMSON,-98.131302,29.695369000000134,659 S GUENTHER,NEW BRAUNFELS,78130,246909132,01-01-09,1244,73,203,848,2,118,,,,53,58,5.9,16.3,68.2,0.2,9.5,,,,4.3,4.7
ROUND ROCK ISD,PATSY SOMMER ELEMENTARY,WILLIAMSON,-94.789042,29.299338,1110 21ST ST,GALVESTON,77550,246909134,01-01-09,694,26,87,384,1,196,,,,26,66,3.7,12.5,55.3,0.1,28.2,,,,3.7,9.5
ROUND ROCK ISD,NEYSA CALLISON ELEMENTARY,WILLIAMSON,-97.203979,33.019057,2775 BOBCAT BLVD,TROPHY CLUB,76262,246909136,01-01-09,805,187,324,246,1,47,,,,444,143,23.2,40.2,30.6,0.1,5.8,,,,55.2,17.8
ROUND ROCK ISD,UNION HILL EL,WILLIAMSON,-106.28641,31.776191,2640 ROBERT WYNN,EL PASO,79936,246909137,01-01-09,955,153,482,291,3,26,,,,495,187,16,50.5,30.5,0.3,2.7,,,,51.8,19.6
LEANDER ISD,LEANDER H S,WILLIAMSON,-97.808010999999894,30.563938000000121,1800 HORIZON PARK,LEANDER,78641,246913001,01-01-09,2347,163,692,1414,5,73,,,,696,53,6.9,29.5,60.2,0.2,3.1,,,,29.7,2.3
LEANDER ISD,CEDAR PARK H S,WILLIAMSON,-95.140226999999868,29.495786,4320 W MAIN ST,LEAGUE CITY,77573,246913002,01-01-09,2395,102,306,1850,11,126,,,,178,21,4.3,12.8,77.2,0.5,5.3,,,,7.4,0.9
LEANDER ISD,VISTA RIDGE HIGH SCHOOL,WILLIAMSON,-98.04371,26.164448,2110 HESTER AVE,DONNA,78537,246913003,01-01-09,2005,133,407,1379,9,77,,,,331,36,6.6,20.3,68.8,0.4,3.8,,,,16.5,1.8
LEANDER ISD,ROUSE HIGH SCHOOL,WILLIAMSON,-101.992687,33.69349,12TH  AVE  L,SHALLOWATER,79363,246913004,01-01-09,371,29,96,236,1,9,,,,79,6,7.8,25.9,63.6,0.3,2.4,,,,21.3,1.6
LEANDER ISD,WILLIAMSON CO ACADEMY,WILLIAMSON,-98.164047,26.303429,222 W KUHN,EDINBURG,78539,246913010,01-01-09,10,2,5,3,0,0,,,,4,2,20,50,30,0,0,,,,40,20
LEANDER ISD,NEW HOPE H S,WILLIAMSON,-95.248825,29.981999,1131 WILSON RD,HUMBLE,77338,246913011,01-01-09,27,2,4,20,1,0,,,,6,0,7.4,14.8,74.1,3.7,0,,,,22.2,0
LEANDER ISD,WILLIAMSON COUNTY DETENTION CENTER,WILLIAMSON,-95.208147,29.871881,10210 C E KING PKWY,HOUSTON,77044,246913012,01-01-09,4,1,1,2,0,0,,,,1,0,25,25,50,0,0,,,,25,0
LEANDER ISD,CEDAR PARK MIDDLE,WILLIAMSON,-100.428127,28.636666,811 ROSITA VLY RD,EAGLE PASS,78853,246913041,01-01-09,1269,59,183,944,8,75,,,,113,23,4.6,14.4,74.4,0.6,5.9,,,,8.9,1.8
LEANDER ISD,LEANDER MIDDLE,WILLIAMSON,-96.583666,32.745557,3300 E CARTWRIGHT RD,MESQUITE,75181,246913042,01-01-09,744,44,235,442,7,16,,,,324,42,5.9,31.6,59.4,0.9,2.2,,,,43.5,5.6
LEANDER ISD,RUNNING BRUSHY MIDDLE SCHOOL,WILLIAMSON,-96.922033,32.951554,1615 W BELTLINE RD,CARROLLTON,75006,246913043,01-01-09,1079,87,282,670,9,31,,,,335,36,8.1,26.1,62.1,0.8,2.9,,,,31,3.3
LEANDER ISD,ARTIE L HENRY MIDDLE SCHOOL,WILLIAMSON,-102.084222,31.998886,906 W ILLINOIS AVE,MIDLAND,79701,246913044,01-01-09,1260,82,220,861,8,89,,,,220,35,6.5,17.5,68.3,0.6,7.1,,,,17.5,2.8
LEANDER ISD,CANYON RIDGE MIDDLE SCHOOL,WILLIAMSON,-97.032512,28.861134,307 W TROPICAL DR,VICTORIA,77904,246913045,01-01-09,1061,32,107,832,5,85,,,,58,3,3,10.1,78.4,0.5,8,,,,5.5,0.3
LEANDER ISD,KNOX WILEY MIDDLE SCHOOL,WILLIAMSON,-96.785428,32.592147,1355 W BELT LINE RD,LANCASTER,75146,246913046,01-01-09,825,46,140,618,4,17,,,,131,17,5.6,17,74.9,0.5,2.1,,,,15.9,2.1
LEANDER ISD,WHITESTONE EL,WILLIAMSON,-98.158852,26.187434000000106,715 S STANDARD,SAN JUAN,78589,246913101,01-01-09,784,27,336,397,4,20,,,,312,151,3.4,42.9,50.6,0.5,2.6,,,,39.8,19.3
LEANDER ISD,ADA MAE FAUBION EL,WILLIAMSON,-97.351864999999862,27.723013,5241 KENTNER,CORPUS CHRISTI,78412,246913102,01-01-09,605,38,125,405,2,35,,,,137,38,6.3,20.7,66.9,0.3,5.8,,,,22.6,6.3
LEANDER ISD,BLOCK HOUSE CREEK EL,WILLIAMSON,-96.723016,32.093612000000121,601 N FM 55,BLOOMING GROVE,76626,246913103,01-01-09,763,27,118,603,5,10,,,,111,14,3.5,15.5,79,0.7,1.3,,,,14.5,1.8
LEANDER ISD,CYPRESS EL,WILLIAMSON,-96.525536,32.907339,5201 NITA PEARSON DR,ROWLETT,75088,246913104,01-01-09,804,29,121,598,3,53,,,,97,37,3.6,15,74.4,0.4,6.6,,,,12.1,4.6
LEANDER ISD,C C MASON EL,WILLIAMSON,-98.27159,26.300182,6 1/2 MILE N SHARY RD,MISSION,78572,246913105,01-01-09,683,45,119,500,3,16,,,,221,32,6.6,17.4,73.2,0.4,2.3,,,,32.4,4.7
LEANDER ISD,LOIS F GIDDENS EL,WILLIAMSON,-99.742936,32.463713,1250 MERCHANT ST,ABILENE,79603,246913106,01-01-09,559,24,170,350,3,12,,,,171,26,4.3,30.4,62.6,0.5,2.1,,,,30.6,4.7
LEANDER ISD,STEINER RANCH EL,WILLIAMSON,-98.185169851999945,26.130101889000116,801 E THOMAS DR,PHARR,78577,246913107,01-01-09,840,10,60,673,6,91,,,,28,42,1.2,7.1,80.1,0.7,10.8,,,,3.3,5
LEANDER ISD,PAULINE NAUMANN EL,WILLIAMSON,-97.647779,26.169924,401 HELEN MOORE,SAN BENITO,78586,246913108,01-01-09,758,40,121,537,3,57,,,,139,54,5.3,16,70.8,0.4,7.5,,,,18.3,7.1
LEANDER ISD,BAGDAD ELEMENTARY,WILLIAMSON,-96.677925,32.530955,500 FM 983,FERRIS,75125,246913109,01-01-09,598,48,255,280,8,7,,,,327,149,8,42.6,46.8,1.3,1.2,,,,54.7,24.9
LEANDER ISD,CHARLOTTE COX ELEMENTARY,WILLIAMSON,-93.983016,29.980045,200 S 6TH ST,NEDERLAND,77627,246913110,01-01-09,1002,56,179,671,7,89,,,,161,86,5.6,17.9,67,0.7,8.9,,,,16.1,8.6
LEANDER ISD,LAURA WELCH BUSH EL,WILLIAMSON,-97.31641,33.029805,3937 HASLET-ROANOKE RD,ROANOKE,76262,246913111,01-01-09,1034,22,83,797,6,126,,,,20,34,2.1,8,77.1,0.6,12.2,,,,1.9,3.3
LEANDER ISD,PATRICIA KNOWLES ELEMENTARY,WILLIAMSON,-94.721458,33.025175000000104,701 LINDA DR,DAINGERFIELD,75638,246913112,01-01-09,660,58,279,310,2,11,,,,282,144,8.8,42.3,47,0.3,1.7,,,,42.7,21.8
LEANDER ISD,DEER CREEK ELEMENTARY,WILLIAMSON,-97.631617,26.126689,450 S DOWLING ST,SAN BENITO,78586,246913113,01-01-09,812,15,89,663,2,43,,,,28,20,1.8,11,81.7,0.2,5.3,,,,3.4,2.5
LEANDER ISD,PLEASANT HILL ELEMENTARY,WILLIAMSON,-97.797989,32.426749,1520 S MEADOWS,GRANBURY,76048,246913114,01-01-09,650,33,145,452,5,15,,,,142,18,5.1,22.3,69.5,0.8,2.3,,,,21.8,2.8
